Name,REDACTED
Address,REDACTED
"Account Number",REDACTED
Disclaimer,"The information contained in this file is intended for the personal and confidential use of the recipient(s) named above.  Any unauthorized use is prohibited."
Title,"CSV Export Electric Meter(s)"
Resource,Electric
"Meter Number",REDACTED
"Interval UOM",Minute(s)
"Reading Start","7/1/2023 00:00"
"Reading End","7/1/2024 23:45"
"Total Duration","367 Days"
"Total Usage",2721.75500000001
UOM,kWh
"Meter Number",Date,"Start Time",Duration,Consumption,Generation,Net
REDACTED,7/2/2023,"10:45 AM",15,0.0000,1.0950,-1.0950
REDACTED,7/2/2023,"11:00 AM",15,0.0000,1.1550,-1.1550
REDACTED,7/2/2023,"11:15 AM",15,0.0000,1.2150,-1.2150
REDACTED,7/2/2023,"11:30 AM",15,0.0000,1.2550,-1.2550
REDACTED,7/2/2023,"11:45 AM",15,0.0000,1.1700,-1.1700
REDACTED,7/2/2023,"12:00 PM",15,0.0000,1.2600,-1.2600
REDACTED,7/2/2023,"12:15 PM",15,0.0000,1.2900,-1.2900
REDACTED,7/2/2023,"12:30 PM",15,0.0000,1.3250,-1.3250
REDACTED,7/2/2023,"12:45 PM",15,0.0000,1.3400,-1.3400
REDACTED,7/2/2023,"1:00 PM",15,0.0000,1.3400,-1.3400
REDACTED,7/2/2023,"1:15 PM",15,0.0000,1.3600,-1.3600
REDACTED,7/2/2023,"1:30 PM",15,0.0000,1.3450,-1.3450
REDACTED,7/2/2023,"1:45 PM",15,0.0000,1.3400,-1.3400
REDACTED,7/2/2023,"2:00 PM",15,0.0000,1.2450,-1.2450
REDACTED,7/2/2023,"2:15 PM",15,0.0000,1.2450,-1.2450
REDACTED,7/2/2023,"2:30 PM",15,0.0000,1.2100,-1.2100
REDACTED,7/2/2023,"2:45 PM",15,0.0000,1.1850,-1.1850
REDACTED,7/2/2023,"3:00 PM",15,0.0000,1.1150,-1.1150
REDACTED,7/2/2023,"3:15 PM",15,0.0000,1.0550,-1.0550
REDACTED,7/2/2023,"3:30 PM",15,0.0000,1.0200,-1.0200
REDACTED,7/2/2023,"3:45 PM",15,0.0000,1.0450,-1.0450
REDACTED,7/2/2023,"4:00 PM",15,0.0000,0.9950,-0.9950
REDACTED,7/2/2023,"4:15 PM",15,0.0000,0.9150,-0.9150
REDACTED,7/2/2023,"4:30 PM",15,0.0000,0.8700,-0.8700
REDACTED,7/2/2023,"4:45 PM",15,0.0000,0.7700,-0.7700
REDACTED,7/2/2023,"5:00 PM",15,0.0000,0.6700,-0.6700
REDACTED,7/2/2023,"5:15 PM",15,0.0000,0.5100,-0.5100
REDACTED,7/2/2023,"5:30 PM",15,0.0000,0.4200,-0.4200
REDACTED,7/2/2023,"5:45 PM",15,0.0000,0.3450,-0.3450
REDACTED,7/2/2023,"6:00 PM",15,0.0000,0.2250,-0.2250
REDACTED,7/2/2023,"6:15 PM",15,0.0000,0.2050,-0.2050
REDACTED,7/2/2023,"6:30 PM",15,0.0000,0.1400,-0.1400
REDACTED,7/2/2023,"6:45 PM",15,0.0050,0.0250,-0.0200
REDACTED,7/2/2023,"7:00 PM",15,0.0450,0.0000,0.0450
REDACTED,7/2/2023,"7:15 PM",15,0.1050,0.0000,0.1050
REDACTED,7/2/2023,"7:30 PM",15,0.1750,0.0000,0.1750
REDACTED,7/2/2023,"7:45 PM",15,0.1650,0.0000,0.1650
REDACTED,7/2/2023,"8:00 PM",15,0.1750,0.0000,0.1750
REDACTED,7/2/2023,"8:15 PM",15,0.2100,0.0000,0.2100
REDACTED,7/2/2023,"8:30 PM",15,0.3000,0.0000,0.3000
REDACTED,7/2/2023,"8:45 PM",15,0.2400,0.0000,0.2400
REDACTED,7/2/2023,"9:00 PM",15,0.2300,0.0000,0.2300
REDACTED,7/2/2023,"9:15 PM",15,0.2400,0.0000,0.2400
REDACTED,7/2/2023,"9:30 PM",15,0.2500,0.0000,0.2500
REDACTED,7/2/2023,"9:45 PM",15,0.2550,0.0000,0.2550
REDACTED,7/2/2023,"10:00 PM",15,0.2450,0.0000,0.2450
REDACTED,7/2/2023,"10:15 PM",15,0.2200,0.0000,0.2200
REDACTED,7/2/2023,"10:30 PM",15,0.2400,0.0000,0.2400
REDACTED,7/2/2023,"10:45 PM",15,0.2450,0.0000,0.2450
REDACTED,7/2/2023,"11:00 PM",15,0.2000,0.0000,0.2000
REDACTED,7/2/2023,"11:15 PM",15,0.2250,0.0000,0.2250
REDACTED,7/2/2023,"11:30 PM",15,0.2800,0.0000,0.2800
REDACTED,7/2/2023,"11:45 PM",15,0.2800,0.0000,0.2800
REDACTED,7/3/2023,"12:00 AM",15,0.1750,0.0000,0.1750
REDACTED,7/3/2023,"12:15 AM",15,0.1400,0.0000,0.1400
REDACTED,7/3/2023,"12:30 AM",15,0.1400,0.0000,0.1400
REDACTED,7/3/2023,"12:45 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"1:00 AM",15,0.1850,0.0000,0.1850
REDACTED,7/3/2023,"1:15 AM",15,0.1750,0.0000,0.1750
REDACTED,7/3/2023,"1:30 AM",15,0.1350,0.0000,0.1350
REDACTED,7/3/2023,"1:45 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"2:00 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"2:15 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"2:30 AM",15,0.1650,0.0000,0.1650
REDACTED,7/3/2023,"2:45 AM",15,0.2000,0.0000,0.2000
REDACTED,7/3/2023,"3:00 AM",15,0.1600,0.0000,0.1600
REDACTED,7/3/2023,"3:15 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"3:30 AM",15,0.1450,0.0000,0.1450
REDACTED,7/3/2023,"3:45 AM",15,0.1650,0.0000,0.1650
REDACTED,7/3/2023,"4:00 AM",15,0.1850,0.0000,0.1850
REDACTED,7/3/2023,"4:15 AM",15,0.1550,0.0000,0.1550
REDACTED,7/3/2023,"4:30 AM",15,0.1650,0.0000,0.1650
REDACTED,7/3/2023,"4:45 AM",15,0.1650,0.0000,0.1650
REDACTED,7/3/2023,"5:00 AM",15,0.1500,0.0000,0.1500
REDACTED,7/3/2023,"5:15 AM",15,0.1500,0.0000,0.1500
REDACTED,7/3/2023,"5:30 AM",15,0.1700,0.0000,0.1700
REDACTED,7/3/2023,"5:45 AM",15,0.1850,0.0000,0.1850
REDACTED,7/3/2023,"6:00 AM",15,0.1700,0.0000,0.1700
REDACTED,7/3/2023,"6:15 AM",15,0.1300,0.0000,0.1300
REDACTED,7/3/2023,"6:30 AM",15,0.1050,0.0000,0.1050
REDACTED,7/3/2023,"6:45 AM",15,0.1000,0.0000,0.1000
REDACTED,7/3/2023,"7:00 AM",15,0.0750,0.0000,0.0750
REDACTED,7/3/2023,"7:15 AM",15,0.0600,0.0000,0.0600
REDACTED,7/3/2023,"7:30 AM",15,0.0200,0.0000,0.0200
REDACTED,7/3/2023,"7:45 AM",15,0.2450,0.0000,0.2450
REDACTED,7/3/2023,"8:00 AM",15,0.2600,0.0000,0.2600
REDACTED,7/3/2023,"8:15 AM",15,0.1850,0.0000,0.1850
REDACTED,7/3/2023,"8:30 AM",15,0.1400,0.0000,0.1400
REDACTED,7/3/2023,"8:45 AM",15,0.1000,0.0000,0.1000
REDACTED,7/3/2023,"9:00 AM",15,0.0700,0.0000,0.0700
REDACTED,7/3/2023,"9:15 AM",15,0.0250,0.0250,0.0000
REDACTED,7/3/2023,"9:30 AM",15,0.0000,0.0700,-0.0700
REDACTED,7/3/2023,"9:45 AM",15,0.0000,0.2250,-0.2250
REDACTED,7/3/2023,"10:00 AM",15,0.0000,0.2800,-0.2800
REDACTED,7/3/2023,"10:15 AM",15,0.0000,0.4000,-0.4000
REDACTED,7/3/2023,"10:30 AM",15,0.0000,0.7500,-0.7500
REDACTED,7/3/2023,"10:45 AM",15,0.0000,0.8450,-0.8450
REDACTED,7/3/2023,"11:00 AM",15,0.0000,1.1450,-1.1450
REDACTED,7/3/2023,"11:15 AM",15,0.0000,1.2500,-1.2500
REDACTED,7/3/2023,"11:30 AM",15,0.0000,1.2900,-1.2900
REDACTED,7/3/2023,"11:45 AM",15,0.0000,1.3200,-1.3200
REDACTED,7/3/2023,"12:00 PM",15,0.0000,1.3150,-1.3150
REDACTED,7/3/2023,"12:15 PM",15,0.0000,1.3150,-1.3150
REDACTED,7/3/2023,"12:30 PM",15,0.0000,1.3600,-1.3600
REDACTED,7/3/2023,"12:45 PM",15,0.0000,1.3900,-1.3900
REDACTED,7/3/2023,"1:00 PM",15,0.0000,1.4000,-1.4000
REDACTED,7/3/2023,"1:15 PM",15,0.0000,1.3850,-1.3850
REDACTED,7/3/2023,"1:30 PM",15,0.0000,1.3250,-1.3250
REDACTED,7/3/2023,"1:45 PM",15,0.0000,1.3300,-1.3300
REDACTED,7/3/2023,"2:00 PM",15,0.0000,1.3150,-1.3150
REDACTED,7/3/2023,"2:15 PM",15,0.0000,1.2550,-1.2550
REDACTED,7/3/2023,"2:30 PM",15,0.0000,1.2150,-1.2150
REDACTED,7/3/2023,"2:45 PM",15,0.0000,1.1750,-1.1750
REDACTED,7/3/2023,"3:00 PM",15,0.0000,1.1500,-1.1500
REDACTED,7/3/2023,"3:15 PM",15,0.0000,1.0900,-1.0900
REDACTED,7/3/2023,"3:30 PM",15,0.0000,1.0150,-1.0150
REDACTED,7/3/2023,"3:45 PM",15,0.0000,1.0700,-1.0700
REDACTED,7/3/2023,"4:00 PM",15,0.0000,1.0600,-1.0600
REDACTED,7/3/2023,"4:15 PM",15,0.0000,0.9700,-0.9700
REDACTED,7/3/2023,"4:30 PM",15,0.0000,0.8750,-0.8750
REDACTED,7/3/2023,"4:45 PM",15,0.0000,0.7300,-0.7300
REDACTED,7/3/2023,"5:00 PM",15,0.0000,0.6600,-0.6600
REDACTED,7/3/2023,"5:15 PM",15,0.0000,0.5700,-0.5700
REDACTED,7/3/2023,"5:30 PM",15,0.0000,0.4450,-0.4450
REDACTED,7/3/2023,"5:45 PM",15,0.0000,0.3150,-0.3150
REDACTED,7/3/2023,"6:00 PM",15,0.0100,0.0650,-0.0550
REDACTED,7/3/2023,"6:15 PM",15,0.0050,0.0800,-0.0750
REDACTED,7/3/2023,"6:30 PM",15,0.0000,0.1300,-0.1300
REDACTED,7/3/2023,"6:45 PM",15,0.0500,0.0000,0.0500
REDACTED,7/3/2023,"7:00 PM",15,0.0900,0.0000,0.0900
REDACTED,7/3/2023,"7:15 PM",15,0.0950,0.0000,0.0950
REDACTED,7/3/2023,"7:30 PM",15,0.1500,0.0000,0.1500
REDACTED,7/3/2023,"7:45 PM",15,0.1650,0.0000,0.1650
REDACTED,7/3/2023,"8:00 PM",15,0.2250,0.0000,0.2250
REDACTED,7/3/2023,"8:15 PM",15,0.2100,0.0000,0.2100
REDACTED,7/3/2023,"8:30 PM",15,0.2150,0.0000,0.2150
REDACTED,7/3/2023,"8:45 PM",15,0.2400,0.0000,0.2400
REDACTED,7/3/2023,"9:00 PM",15,0.2700,0.0000,0.2700
REDACTED,7/3/2023,"9:15 PM",15,0.2600,0.0000,0.2600
REDACTED,7/3/2023,"9:30 PM",15,0.2200,0.0000,0.2200
REDACTED,7/3/2023,"9:45 PM",15,0.2500,0.0000,0.2500
REDACTED,7/3/2023,"10:00 PM",15,0.2500,0.0000,0.2500
REDACTED,7/3/2023,"10:15 PM",15,0.2650,0.0000,0.2650
REDACTED,7/3/2023,"10:30 PM",15,0.2600,0.0000,0.2600
REDACTED,7/3/2023,"10:45 PM",15,0.2300,0.0000,0.2300
REDACTED,7/3/2023,"11:00 PM",15,0.2100,0.0000,0.2100
REDACTED,7/3/2023,"11:15 PM",15,0.2150,0.0000,0.2150
REDACTED,7/3/2023,"11:30 PM",15,0.2350,0.0000,0.2350
REDACTED,7/3/2023,"11:45 PM",15,0.1950,0.0000,0.1950
REDACTED,7/4/2023,"12:00 AM",15,0.1600,0.0000,0.1600
REDACTED,7/4/2023,"12:15 AM",15,0.1900,0.0000,0.1900
REDACTED,7/4/2023,"12:30 AM",15,0.1600,0.0000,0.1600
REDACTED,7/4/2023,"12:45 AM",15,0.1500,0.0000,0.1500
REDACTED,7/4/2023,"1:00 AM",15,0.1800,0.0000,0.1800
REDACTED,7/4/2023,"1:15 AM",15,0.1900,0.0000,0.1900
REDACTED,7/4/2023,"1:30 AM",15,0.1850,0.0000,0.1850
REDACTED,7/4/2023,"1:45 AM",15,0.1900,0.0000,0.1900
REDACTED,7/4/2023,"2:00 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"2:15 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"2:30 AM",15,0.1650,0.0000,0.1650
REDACTED,7/4/2023,"2:45 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"3:00 AM",15,0.1550,0.0000,0.1550
REDACTED,7/4/2023,"3:15 AM",15,0.1650,0.0000,0.1650
REDACTED,7/4/2023,"3:30 AM",15,0.1650,0.0000,0.1650
REDACTED,7/4/2023,"3:45 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"4:00 AM",15,0.1600,0.0000,0.1600
REDACTED,7/4/2023,"4:15 AM",15,0.1650,0.0000,0.1650
REDACTED,7/4/2023,"4:30 AM",15,0.1750,0.0000,0.1750
REDACTED,7/4/2023,"4:45 AM",15,0.1900,0.0000,0.1900
REDACTED,7/4/2023,"5:00 AM",15,0.1700,0.0000,0.1700
REDACTED,7/4/2023,"5:15 AM",15,0.1500,0.0000,0.1500
REDACTED,7/4/2023,"5:30 AM",15,0.1350,0.0000,0.1350
REDACTED,7/4/2023,"5:45 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"6:00 AM",15,0.1400,0.0000,0.1400
REDACTED,7/4/2023,"6:15 AM",15,0.1550,0.0000,0.1550
REDACTED,7/4/2023,"6:30 AM",15,0.1450,0.0000,0.1450
REDACTED,7/4/2023,"6:45 AM",15,0.0850,0.0000,0.0850
REDACTED,7/4/2023,"7:00 AM",15,0.0250,0.0050,0.0200
REDACTED,7/4/2023,"7:15 AM",15,0.0000,0.0250,-0.0250
REDACTED,7/4/2023,"7:30 AM",15,0.0000,0.0400,-0.0400
REDACTED,7/4/2023,"7:45 AM",15,0.2150,0.0100,0.2050
REDACTED,7/4/2023,"8:00 AM",15,0.2400,0.0000,0.2400
REDACTED,7/4/2023,"8:15 AM",15,0.1650,0.0000,0.1650
REDACTED,7/4/2023,"8:30 AM",15,0.1200,0.0000,0.1200
REDACTED,7/4/2023,"8:45 AM",15,0.0250,0.0150,0.0100
REDACTED,7/4/2023,"9:00 AM",15,0.0000,0.0800,-0.0800
REDACTED,7/4/2023,"9:15 AM",15,0.0000,0.3000,-0.3000
REDACTED,7/4/2023,"9:30 AM",15,0.0000,0.8650,-0.8650
REDACTED,7/4/2023,"9:45 AM",15,0.0000,0.8800,-0.8800
REDACTED,7/4/2023,"10:00 AM",15,0.0000,0.9700,-0.9700
REDACTED,7/4/2023,"10:15 AM",15,0.0000,1.0400,-1.0400
REDACTED,7/4/2023,"10:30 AM",15,0.0000,1.1100,-1.1100
REDACTED,7/4/2023,"10:45 AM",15,0.0000,1.1800,-1.1800
REDACTED,7/4/2023,"11:00 AM",15,0.0000,1.2150,-1.2150
REDACTED,7/4/2023,"11:15 AM",15,0.0000,1.2250,-1.2250
REDACTED,7/4/2023,"11:30 AM",15,0.0000,1.3150,-1.3150
REDACTED,7/4/2023,"11:45 AM",15,0.0000,1.3450,-1.3450
REDACTED,7/4/2023,"12:00 PM",15,0.0000,1.3550,-1.3550
REDACTED,7/4/2023,"12:15 PM",15,0.0000,1.3900,-1.3900
REDACTED,7/4/2023,"12:30 PM",15,0.0000,1.4000,-1.4000
REDACTED,7/4/2023,"12:45 PM",15,0.0000,1.3950,-1.3950
REDACTED,7/4/2023,"1:00 PM",15,0.0000,1.4000,-1.4000
REDACTED,7/4/2023,"1:15 PM",15,0.0000,1.4050,-1.4050
REDACTED,7/4/2023,"1:30 PM",15,0.0000,1.3950,-1.3950
REDACTED,7/4/2023,"1:45 PM",15,0.0000,1.4050,-1.4050
REDACTED,7/4/2023,"2:00 PM",15,0.0000,1.3450,-1.3450
REDACTED,7/4/2023,"2:15 PM",15,0.0000,1.2900,-1.2900
REDACTED,7/4/2023,"2:30 PM",15,0.0000,1.2950,-1.2950
REDACTED,7/4/2023,"2:45 PM",15,0.0000,1.2800,-1.2800
REDACTED,7/4/2023,"3:00 PM",15,0.0000,1.2200,-1.2200
REDACTED,7/4/2023,"3:15 PM",15,0.0000,1.1100,-1.1100
REDACTED,7/4/2023,"3:30 PM",15,0.0000,1.0550,-1.0550
